"departure_airport","departure_date","amount"
Псков - Псков,2016-08-21,2
Саранск - Саранск,2016-08-21,2
Салехард - Салехард,2016-08-21,2
Урай - Петрозаводск,2016-08-21,2
Норильск - Норильск,2016-08-21,2
Анапа - Витязево,2016-08-21,2
Нерюнгри - Чульман,2016-08-21,2
Воронеж - Воронеж,2016-08-21,2
Владикавказ - Беслан,2016-08-21,2
Надым - Надым,2016-08-21,2
Орск - Орск,2016-08-21,2
Ярославль - Туношна,2016-08-21,2
Чита - Чита,2016-08-21,2
Курск - Курск-Восточный,2016-08-21,2
Комсомольск-на-Амуре - Хурба,2016-08-21,1
Нефтеюганск - Нефтеюганск,2016-08-21,1
Нягань - Нягань,2016-08-21,1
Кемерово - Кемерово,2016-08-21,1
Магадан - Магадан,2016-08-21,1
Улан-Удэ - Байкал,2016-08-21,1
Братск - Братск,2016-08-21,1
Ижевск - Ижевск,2016-08-21,1
Усть-Кут - Усть-Кут,2016-08-21,1
Удачный - Полярный,2016-08-21,1
Благовещенск - Игнатьево,2016-08-21,1
Геленджик - Геленджик,2016-08-21,1
Стрежевой - Стрежевой,2016-08-21,1
Грозный - Грозный,2016-08-21,1
Анадырь - Анадырь,2016-08-21,1
Калуга - Калуга,2016-08-21,1
Москва - Домодедово,2016-08-22,53
Москва - Шереметьево,2016-08-22,46
Санкт-Петербург - Пулково,2016-08-22,31
Москва - Внуково,2016-08-22,28
Новосибирск - Толмачёво,2016-08-22,19
Екатеринбург - Кольцово,2016-08-22,12
Красноярск - Емельяново,2016-08-22,11
Ростов-на-Дону - Ростов-на-Дону,2016-08-22,10
Брянск - Брянск,2016-08-22,10
Пермь - Пермь,2016-08-22,10
Советский - Советский,2016-08-22,9
Новый Уренгой - Новый Уренгой,2016-08-22,9
Тюмень - Рощино,2016-08-22,9
Сочи - Сочи,2016-08-22,9
Ханты-Мансийск - Ханты-Мансийск,2016-08-22,8
Сургут - Сургут,2016-08-22,8
Новокузнецк - Спиченково,2016-08-22,7
Челябинск - Челябинск,2016-08-22,7
Казань - Казань,2016-08-22,7
Нижний Новгород - Стригино,2016-08-22,7
Иркутск - Иркутск,2016-08-22,6
Петрозаводск - Бесовец,2016-08-22,6
Волгоград - Гумрак,2016-08-22,6
Мирный - Мирный,2016-08-22,6
Киров - Победилово,2016-08-22,6
Белгород - Белгород,2016-08-22,6
Хабаровск - Хабаровск-Новый,2016-08-22,6
Ульяновск - Баратаевка,2016-08-22,6
Уфа - Уфа,2016-08-22,6
Томск - Богашёво,2016-08-22,5
Чебоксары - Чебоксары,2016-08-22,5
Оренбург - Оренбург-Центральный,2016-08-22,5
Элиста - Элиста,2016-08-22,4
Когалым - Когалым,2016-08-22,4
Магнитогорск - Магнитогорск,2016-08-22,4
Нерюнгри - Чульман,2016-08-22,4
Сыктывкар - Сыктывкар,2016-08-22,4
Йошкар-Ола - Йошкар-Ола,2016-08-22,4
Воркута - Воркута,2016-08-22,4
Южно-Сахалинск - Хомутово,2016-08-22,4
Саратов - Саратов-Центральный,2016-08-22,4
Пенза - Пенза,2016-08-22,4
Архангельск - Талаги,2016-08-22,4
Тамбов - Донское,2016-08-22,4
Омск - Омск-Центральный,2016-08-22,4
Ухта - Ухта,2016-08-22,3
Норильск - Норильск,2016-08-22,3
Абакан - Абакан,2016-08-22,3
Бугульма - Бугульма,2016-08-22,3
Нижневартовск - Нижневартовск,2016-08-22,3
Нальчик - Нальчик,2016-08-22,3
Усть-Илимск - Усть-Илимск,2016-08-22,3
Самара - Курумоч,2016-08-22,3
Ульяновск - Ульяновск-Восточный,2016-08-22,3
Минеральные Воды - Минеральные Воды,2016-08-22,3
Курган - Курган,2016-08-22,3
Владивосток - Владивосток,2016-08-22,3
Махачкала - Уйташ,2016-08-22,3
Нижнекамск - Бегишево,2016-08-22,3
Краснодар - Краснодар,2016-08-22,3
Надым - Надым,2016-08-22,3
Воронеж - Воронеж,2016-08-22,2
Астрахань - Астрахань,2016-08-22,2
Псков - Псков,2016-08-22,2
Улан-Удэ - Байкал,2016-08-22,2
Владикавказ - Беслан,2016-08-22,2
Анапа - Витязево,2016-08-22,2
Горно-Алтайск - Горно-Алтайск,2016-08-22,2
Калуга - Калуга,2016-08-22,2
Усинск - Усинск,2016-08-22,2
Ижевск - Ижевск,2016-08-25,1
Нарьян-Мар - Нарьян-Мар,2016-08-22,2
Якутск - Якутск,2016-08-22,2
Саранск - Саранск,2016-08-22,2
Курск - Курск-Восточный,2016-08-22,2
Череповец - Череповец,2016-08-22,2
Ноябрьск - Ноябрьск,2016-08-22,2
Мурманск - Мурманск,2016-08-22,2
Калининград - Храброво,2016-08-22,2
Салехард - Салехард,2016-08-22,2
Урай - Петрозаводск,2016-08-22,2
Барнаул - Барнаул,2016-08-22,2
Кызыл - Кызыл,2016-08-22,1
Ижевск - Ижевск,2016-08-22,1
Благовещенск - Игнатьево,2016-08-22,1
Липецк - Липецк,2016-08-22,1
Ярославль - Туношна,2016-08-22,1
Петропавловск-Камчатский - Елизово,2016-08-22,1
Нягань - Нягань,2016-08-22,1
Удачный - Полярный,2016-08-22,1
Братск - Братск,2016-08-22,1
Грозный - Грозный,2016-08-22,1
Стрежевой - Стрежевой,2016-08-22,1
Чита - Чита,2016-08-22,1
Белоярский - Белоярский,2016-08-22,1
Кемерово - Кемерово,2016-08-22,1
Усть-Кут - Усть-Кут,2016-08-22,1
Орск - Орск,2016-08-22,1
Ставрополь - Ставрополь,2016-08-22,1
Москва - Домодедово,2016-08-23,55
Москва - Шереметьево,2016-08-23,51
Санкт-Петербург - Пулково,2016-08-23,30
Москва - Внуково,2016-08-23,29
Новосибирск - Толмачёво,2016-08-23,17
Красноярск - Емельяново,2016-08-23,11
Брянск - Брянск,2016-08-23,10
Екатеринбург - Кольцово,2016-08-23,10
Пермь - Пермь,2016-08-23,10
Ростов-на-Дону - Ростов-на-Дону,2016-08-23,9
Советский - Советский,2016-08-23,9
Ханты-Мансийск - Ханты-Мансийск,2016-08-23,8
Сургут - Сургут,2016-08-23,8
Казань - Казань,2016-08-23,8
Сочи - Сочи,2016-08-23,8
Новый Уренгой - Новый Уренгой,2016-08-23,8
Челябинск - Челябинск,2016-08-23,7
Ульяновск - Баратаевка,2016-08-23,7
Хабаровск - Хабаровск-Новый,2016-08-23,7
Киров - Победилово,2016-08-23,6
Мирный - Мирный,2016-08-23,6
Петрозаводск - Бесовец,2016-08-23,6
Уфа - Уфа,2016-08-23,6
Тюмень - Рощино,2016-08-23,6
Новокузнецк - Спиченково,2016-08-23,6
Белгород - Белгород,2016-08-23,6
Элиста - Элиста,2016-08-23,5
Томск - Богашёво,2016-08-23,5
Волгоград - Гумрак,2016-08-23,5
Нижний Новгород - Стригино,2016-08-23,5
Чебоксары - Чебоксары,2016-08-23,5
Оренбург - Оренбург-Центральный,2016-08-23,5
Иркутск - Иркутск,2016-08-23,5
Архангельск - Талаги,2016-08-23,5
Курган - Курган,2016-08-23,4
Воркута - Воркута,2016-08-23,4
Сыктывкар - Сыктывкар,2016-08-23,4
Нижнекамск - Бегишево,2016-08-23,4
Ставрополь - Ставрополь,2016-08-23,4
Тамбов - Донское,2016-08-23,4
Йошкар-Ола - Йошкар-Ола,2016-08-23,4
Южно-Сахалинск - Хомутово,2016-08-23,4
Магнитогорск - Магнитогорск,2016-08-23,4
Саратов - Саратов-Центральный,2016-08-23,4
Ульяновск - Ульяновск-Восточный,2016-08-23,4
Пенза - Пенза,2016-08-23,4
Абакан - Абакан,2016-08-23,4
Анапа - Витязево,2016-08-23,3
Ухта - Ухта,2016-08-23,3
Махачкала - Уйташ,2016-08-23,3
Омск - Омск-Центральный,2016-08-23,3
Нерюнгри - Чульман,2016-08-23,3
Нарьян-Мар - Нарьян-Мар,2016-08-23,3
Бугульма - Бугульма,2016-08-23,3
Краснодар - Краснодар,2016-08-23,3
Калуга - Калуга,2016-08-23,3
Минеральные Воды - Минеральные Воды,2016-08-23,3
Геленджик - Геленджик,2016-08-23,3
Самара - Курумоч,2016-08-23,3
Нижневартовск - Нижневартовск,2016-08-23,3
Усть-Илимск - Усть-Илимск,2016-08-23,3
Когалым - Когалым,2016-08-23,3
Владивосток - Владивосток,2016-08-23,3
Нальчик - Нальчик,2016-08-23,3
Калининград - Храброво,2016-08-23,3
Ноябрьск - Ноябрьск,2016-08-23,3
Кемерово - Кемерово,2016-08-23,2
Астрахань - Астрахань,2016-08-23,2
Белоярский - Белоярский,2016-08-23,2
Барнаул - Барнаул,2016-08-23,2
Грозный - Грозный,2016-08-23,2
Горно-Алтайск - Горно-Алтайск,2016-08-23,2
Воронеж - Воронеж,2016-08-23,2
Иваново - Иваново-Южный,2016-08-23,2
Салехард - Салехард,2016-08-23,2
Якутск - Якутск,2016-08-23,2
Мурманск - Мурманск,2016-08-23,2
Урай - Петрозаводск,2016-08-23,2
Череповец - Череповец,2016-08-23,2
Норильск - Норильск,2016-08-23,2
Курск - Курск-Восточный,2016-08-23,2
Владикавказ - Беслан,2016-08-23,2
Саранск - Саранск,2016-08-23,2
Надым - Надым,2016-08-23,1
Нягань - Нягань,2016-08-23,1
Орск - Орск,2016-08-23,1
Ижевск - Ижевск,2016-08-23,1
Липецк - Липецк,2016-08-23,1
Чита - Чита,2016-08-23,1
Анадырь - Анадырь,2016-08-23,1
Удачный - Полярный,2016-08-23,1
Магадан - Магадан,2016-08-23,1
Стрежевой - Стрежевой,2016-08-23,1
Псков - Псков,2016-08-23,1
Ярославль - Туношна,2016-08-23,1
Кызыл - Кызыл,2016-08-23,1
Усть-Кут - Усть-Кут,2016-08-23,1
Улан-Удэ - Байкал,2016-08-23,1
Благовещенск - Игнатьево,2016-08-23,1
Братск - Братск,2016-08-23,1
Нефтеюганск - Нефтеюганск,2016-08-23,1
Москва - Домодедово,2016-08-24,49
Москва - Шереметьево,2016-08-24,49
Санкт-Петербург - Пулково,2016-08-24,33
Москва - Внуково,2016-08-24,26
Новосибирск - Толмачёво,2016-08-24,17
Красноярск - Емельяново,2016-08-24,12
Екатеринбург - Кольцово,2016-08-24,12
Сочи - Сочи,2016-08-24,11
Пермь - Пермь,2016-08-24,11
Сургут - Сургут,2016-08-24,10
Ханты-Мансийск - Ханты-Мансийск,2016-08-24,10
Брянск - Брянск,2016-08-24,10
Ростов-на-Дону - Ростов-на-Дону,2016-08-24,9
Советский - Советский,2016-08-24,9
Новый Уренгой - Новый Уренгой,2016-08-24,8
